Single Image Frame,x00,y00,z00,x01,y01,z01,x02,y02,z02,x03,y03,z03,x04,y04,z04,x05,y05,z05,x06,y06,z06,x07,y07,z07,x08,y08,z08,x09,y09,z09,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,Label
F://BdSL Letters//user 5//Sign 34//Input Images//Sign 34 - Sample (1).jpg,0.3888890743255615,0.492739200592041,-0.00011179247667314485,0.4093368947505951,0.4170675277709961,-0.04910491779446602,0.47216835618019104,0.37970563769340515,-0.08753467351198196,0.5245965719223022,0.42414161562919617,-0.12187407910823822,0.5546658039093018,0.48190823197364807,-0.1507873386144638,0.5702006220817566,0.4082796573638916,-0.05768809840083122,0.6446588635444641,0.42284446954727173,-0.1014934629201889,0.700778603553772,0.44248610734939575,-0.12804840505123138,0.7510993480682373,0.46413061022758484,-0.1405538022518158,0.5770056247711182,0.4756631553173065,-0.06862370669841766,0.6513243317604065,0.4824887812137604,-0.1282794028520584,0.7147814035415649,0.4984337091445923,-0.1595429927110672,0.7706412076950073,0.512974739074707,-0.17504748702049255,0.5562818646430969,0.5374496579170227,-0.08528323471546173,0.5700079202651978,0.5257725119590759,-0.17786739766597748,0.5080516338348389,0.4947441518306732,-0.1940152943134308,0.46407485008239746,0.4794252812862396,-0.17659708857536316,0.5215126872062683,0.5892006158828735,-0.10349588096141815,0.5120798349380493,0.5480827689170837,-0.1848061978816986,0.46444496512413025,0.5100211501121521,-0.20169512927532196,0.4308554530143738,0.485087513923645,-0.19049227237701416,34
F://BdSL Letters//user 5//Sign 34//Input Images//Sign 34 - Sample (2).jpg,0.38308921456336975,0.490451455116272,-0.000125283986562863,0.4111652970314026,0.4129398763179779,-0.05356040224432945,0.4734715223312378,0.37584275007247925,-0.10061591863632202,0.5157884359359741,0.4274689853191376,-0.14620697498321533,0.5373918414115906,0.4891510307788849,-0.18147839605808258,0.5741086602210999,0.4155728220939636,-0.058166198432445526,0.6492201089859009,0.4281160235404968,-0.10219810903072357,0.704025387763977,0.44466596841812134,-0.12408950924873352,0.7522213459014893,0.46417349576950073,-0.13241161406040192,0.5759558081626892,0.4814842939376831,-0.06909447908401489,0.6534464955329895,0.4936230480670929,-0.13208326697349548,0.7137861847877502,0.5065296292304993,-0.1587909460067749,0.7652729749679565,0.5223269462585449,-0.1684824526309967,0.5521460175514221,0.5414113998413086,-0.0868600457906723,0.5613367557525635,0.5304687023162842,-0.18387830257415771,0.4991952180862427,0.49184930324554443,-0.1966291218996048,0.45719608664512634,0.4735931158065796,-0.17489509284496307,0.5152758955955505,0.5900883078575134,-0.10809709876775742,0.5091358423233032,0.5504530668258667,-0.18662302196025848,0.4668571650981903,0.5100602507591248,-0.20272576808929443,0.43414703011512756,0.4873115122318268,-0.1910904049873352,34
F://BdSL Letters//user 5//Sign 34//Input Images//Sign 34 - Sample (3).jpg,0.3816460371017456,0.49467796087265015,-0.00016531792061869055,0.4080960750579834,0.41445767879486084,-0.03822450339794159,0.4704732298851013,0.37301746010780334,-0.07468927651643753,0.5226189494132996,0.41176921129226685,-0.11517074704170227,0.5417438745498657,0.4718511700630188,-0.153492733836174,0.5704197287559509,0.41164839267730713,-0.04473261907696724,0.6459906101226807,0.4268146753311157,-0.08463440835475922,0.7003673911094666,0.4464808404445648,-0.10504696518182755,0.7490957379341125,0.4675745964050293,-0.11007934808731079,0.5761772990226746,0.4773560166358948,-0.060615960508584976,0.6501249074935913,0.4894685745239258,-0.11159684509038925,0.7128021121025085,0.5021460652351379,-0.12942646443843842,0.7661683559417725,0.5164890289306641,-0.13312074542045593,0.5523433685302734,0.5384268760681152,-0.0828998014330864,0.567473828792572,0.5273818373680115,-0.17317315936088562,0.5092734098434448,0.49081289768218994,-0.1841699779033661,0.46688657999038696,0.47465118765830994,-0.16180017590522766,0.5159553289413452,0.5912796258926392,-0.10550185292959213,0.5064379572868347,0.549625039100647,-0.18273741006851196,0.4617002606391907,0.508773922920227,-0.19203203916549683,0.42803075909614563,0.48654618859291077,-0.1764753758907318,34
F://BdSL Letters//user 5//Sign 34//Input Images//Sign 34 - Sample (4).jpg,0.3816757798194885,0.4892002046108246,-0.00015165875083766878,0.40729838609695435,0.4100542962551117,-0.0299829188734293,0.4714149534702301,0.36801233887672424,-0.05461416020989418,0.5270934104919434,0.40754735469818115,-0.08214472979307175,0.5512041449546814,0.46651023626327515,-0.10607349127531052,0.5641836524009705,0.4031786024570465,-0.02926308661699295,0.6389644742012024,0.4126472771167755,-0.06472089886665344,0.6946073770523071,0.42914262413978577,-0.08159255236387253,0.7446393966674805,0.4466175436973572,-0.084379643201828,0.5724590420722961,0.4686031937599182,-0.0458759069442749,0.6425784826278687,0.47526657581329346,-0.09708056598901749,0.7061306834220886,0.48606234788894653,-0.11579939723014832,0.7602494955062866,0.49611741304397583,-0.1202964335680008,0.5530086755752563,0.5301113724708557,-0.06883125007152557,0.5612884163856506,0.5095208883285522,-0.1547096222639084,0.5020812153816223,0.4780638515949249,-0.16291014850139618,0.459580659866333,0.4660307466983795,-0.13829350471496582,0.5202649831771851,0.5840497612953186,-0.09170295298099518,0.5069636106491089,0.5363038778305054,-0.1639208048582077,0.46067410707473755,0.4995138645172119,-0.17340052127838135,0.4277471899986267,0.4785424470901489,-0.15789444744586945,34
F://BdSL Letters//user 5//Sign 34//Input Images//Sign 34 - Sample (5).jpg,0.3988141417503357,0.46749234199523926,-9.918575233314186e-05,0.4126547873020172,0.39380595088005066,-0.060681622475385666,0.4713554382324219,0.35112079977989197,-0.10228320956230164,0.5138022899627686,0.4028151035308838,-0.13867570459842682,0.5339568257331848,0.4599651098251343,-0.16376207768917084,0.558173656463623,0.3870273530483246,-0.07319701462984085,0.622738242149353,0.39381423592567444,-0.12949441373348236,0.673261821269989,0.40449637174606323,-0.1548449844121933,0.721778154373169,0.41554316878318787,-0.1612384021282196,0.5694320797920227,0.4526011347770691,-0.07958829402923584,0.6272595524787903,0.4663187861442566,-0.1415971964597702,0.69007807970047,0.474896103143692,-0.176128089427948,0.7474618554115295,0.4841340482234955,-0.19400985538959503,0.5537651777267456,0.5148307085037231,-0.0933028906583786,0.5516127943992615,0.502548098564148,-0.19209422171115875,0.4871692359447479,0.46854379773139954,-0.20088420808315277,0.43738454580307007,0.4535670280456543,-0.1766372174024582,0.519987165927887,0.5706707835197449,-0.10975077003240585,0.5099529027938843,0.5347830057144165,-0.18100324273109436,0.4637795686721802,0.502888560295105,-0.18546631932258606,0.4271247684955597,0.4842199385166168,-0.167880117893219,34
F://BdSL Letters//user 5//Sign 34//Input Images//Sign 34 - Sample (6).jpg,0.3913632333278656,0.47183945775032043,-0.00013251311611384153,0.40655800700187683,0.3953610360622406,-0.045225970447063446,0.4696687161922455,0.3523937165737152,-0.07873693108558655,0.5219361782073975,0.3932171165943146,-0.11649543792009354,0.5405872464179993,0.45393168926239014,-0.14685718715190887,0.552823543548584,0.3860601782798767,-0.04138941690325737,0.6203295588493347,0.38982683420181274,-0.08432497829198837,0.672967791557312,0.4013325273990631,-0.09638507664203644,0.7213541865348816,0.4141216278076172,-0.09098570048809052,0.5667283535003662,0.44869914650917053,-0.05384010449051857,0.6320657134056091,0.46308231353759766,-0.10154332220554352,0.6959879398345947,0.47352370619773865,-0.12085417658090591,0.7520571351051331,0.4837481379508972,-0.1223561093211174,0.5508735179901123,0.5085453987121582,-0.07467948645353317,0.5641047358512878,0.4944397211074829,-0.16595573723316193,0.5046547055244446,0.4611528515815735,-0.17828935384750366,0.4588770568370819,0.4487433135509491,-0.15442511439323425,0.5198653936386108,0.5644080638885498,-0.09568490087985992,0.5117323398590088,0.5239392518997192,-0.16612035036087036,0.4660159945487976,0.49326372146606445,-0.17520460486412048,0.43181198835372925,0.4752659797668457,-0.16137465834617615,34
F://BdSL Letters//user 5//Sign 34//Input Images//Sign 34 - Sample (7).jpg,0.3940468430519104,0.4731975495815277,-0.00014727006782777607,0.41987189650535583,0.3944806456565857,-0.03625554218888283,0.4796656668186188,0.3472714126110077,-0.07281666249036789,0.5277972221374512,0.389920711517334,-0.11282102018594742,0.5444504022598267,0.45226696133613586,-0.14943177998065948,0.58099365234375,0.38748693466186523,-0.04000256210565567,0.6523110270500183,0.39964184165000916,-0.08024408668279648,0.706469714641571,0.41554751992225647,-0.09817206859588623,0.7571909427642822,0.43248286843299866,-0.09978091716766357,0.590096652507782,0.45350268483161926,-0.05669055134057999,0.6554696559906006,0.46299824118614197,-0.10985817015171051,0.7170120477676392,0.47522374987602234,-0.12960533797740936,0.7710981965065002,0.48762646317481995,-0.1344197541475296,0.5690801739692688,0.5149842500686646,-0.07963067293167114,0.5717446804046631,0.4991174638271332,-0.16833320260047913,0.513566792011261,0.4659433662891388,-0.18013685941696167,0.47296246886253357,0.45163974165916443,-0.15678592026233673,0.5330802798271179,0.5680341720581055,-0.10232654958963394,0.5137295722961426,0.5233924388885498,-0.1743539422750473,0.46870365738868713,0.48473331332206726,-0.18451406061649323,0.4382888376712799,0.46166035532951355,-0.16926456987857819,34
F://BdSL Letters//user 5//Sign 34//Input Images//Sign 34 - Sample (8).jpg,0.3954195976257324,0.4475901126861572,-0.00011002076644217595,0.4113926887512207,0.37493616342544556,-0.05177473649382591,0.47250789403915405,0.33418387174606323,-0.09270983934402466,0.5185500979423523,0.38056647777557373,-0.1310153305530548,0.5397528409957886,0.4405994713306427,-0.1599683314561844,0.5646539926528931,0.36783209443092346,-0.06101483106613159,0.6352473497390747,0.37737637758255005,-0.10830304026603699,0.6906381845474243,0.39113110303878784,-0.1296757459640503,0.742016077041626,0.4045965075492859,-0.13375334441661835,0.5743299722671509,0.43388131260871887,-0.07233533263206482,0.6413397789001465,0.4425252676010132,-0.13305902481079102,0.7083844542503357,0.45351195335388184,-0.161155104637146,0.768953800201416,0.46372953057289124,-0.17285889387130737,0.554458498954773,0.4949887990951538,-0.09124208986759186,0.5646172761917114,0.4796997606754303,-0.18851906061172485,0.5057576894760132,0.44619327783584595,-0.2023671269416809,0.4609520137310028,0.4313817620277405,-0.18035373091697693,0.518339991569519,0.5471187233924866,-0.11016406118869781,0.5094508528709412,0.5050037503242493,-0.18775948882102966,0.4639562964439392,0.4692046642303467,-0.1993083655834198,0.4293450713157654,0.44704699516296387,-0.1841600388288498,34
F://BdSL Letters//user 5//Sign 34//Input Images//Sign 34 - Sample (9).jpg,0.3964444100856781,0.4580804407596588,-8.933446952141821e-05,0.40734994411468506,0.3852764964103699,-0.06224317476153374,0.46765366196632385,0.34026288986206055,-0.10907690972089767,0.5095110535621643,0.38582685589790344,-0.14955313503742218,0.5291594862937927,0.4418792426586151,-0.17978978157043457,0.557403564453125,0.37216871976852417,-0.06991392374038696,0.6203648447990417,0.3777647018432617,-0.1263919621706009,0.6694106459617615,0.389968603849411,-0.15247881412506104,0.7168833613395691,0.40241482853889465,-0.15939685702323914,0.568488597869873,0.4387192726135254,-0.07752854377031326,0.6260280013084412,0.4446292519569397,-0.14304369688034058,0.6855454444885254,0.45404985547065735,-0.1786573827266693,0.7409759759902954,0.4618849754333496,-0.1978076696395874,0.5525018572807312,0.5013741254806519,-0.09279263019561768,0.5563357472419739,0.485275536775589,-0.1938043087720871,0.4918573498725891,0.45434263348579407,-0.20512987673282623,0.44517776370048523,0.4376857280731201,-0.18134593963623047,0.5179632306098938,0.5535064339637756,-0.1108824610710144,0.506102979183197,0.5143983364105225,-0.1901775449514389,0.4579658508300781,0.4830794334411621,-0.1999494880437851,0.42333462834358215,0.46240466833114624,-0.1846388876438141,34
F://BdSL Letters//user 5//Sign 34//Input Images//Sign 34 - Sample (10).jpg,0.3814687132835388,0.4439693093299866,-0.00013849306560587138,0.39662158489227295,0.3696419894695282,-0.05821821838617325,0.4547269642353058,0.32557058334350586,-0.09173914045095444,0.5041911005973816,0.36713457107543945,-0.12337414920330048,0.5230939984321594,0.4278372824192047,-0.14386574923992157,0.5347458124160767,0.36754852533340454,-0.06293005496263504,0.6014046669006348,0.37211138010025024,-0.10851236432790756,0.6542403697967529,0.3794142007827759,-0.12545594573020935,0.7038825750350952,0.38914307951927185,-0.12627583742141724,0.5471627116203308,0.4271141290664673,-0.06732700765132904,0.605964183807373,0.4427478015422821,-0.11818835139274597,0.6680740714073181,0.44390732049942017,-0.14170506596565247,0.7236630916595459,0.4517696499824524,-0.14776566624641418,0.5328878164291382,0.4872472882270813,-0.0788106918334961,0.5375968217849731,0.475109338760376,-0.1716407984495163,0.4740201532840729,0.4388440251350403,-0.17600388824939728,0.42456454038619995,0.4284139573574066,-0.14728617668151855,0.5029574632644653,0.5450989007949829,-0.09379590302705765,0.4978588819503784,0.5057618021965027,-0.15909473598003387,0.45260733366012573,0.47484245896339417,-0.15830938518047333,0.41622477769851685,0.46352487802505493,-0.13543559610843658,34
