Single Image Frame,x00,y00,z00,x01,y01,z01,x02,y02,z02,x03,y03,z03,x04,y04,z04,x05,y05,z05,x06,y06,z06,x07,y07,z07,x08,y08,z08,x09,y09,z09,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,Label
G:\sign 26-tiham\resized (1).jpg,0.6144969463348389,0.6552740931510925,-7.52171254134737e-05,0.6329615116119385,0.5260399580001831,-0.06223645433783531,0.5755726099014282,0.4224604070186615,-0.15842895209789276,0.5317294597625732,0.33845818042755127,-0.2353508621454239,0.5297375917434692,0.2506406009197235,-0.3185359537601471,0.33662155270576477,0.5114867687225342,-0.2517188787460327,0.23299913108348846,0.48226186633110046,-0.20147009193897247,0.31503406167030334,0.4930075705051422,-0.12752044200897217,0.3702715337276459,0.5063616633415222,-0.09362127631902695,0.30159470438957214,0.5996530055999756,-0.21940462291240692,0.2587331533432007,0.5539147257804871,-0.17341609299182892,0.3359098434448242,0.5550602674484253,-0.11993978172540665,0.381198525428772,0.5690391659736633,-0.11111138015985489,0.30160847306251526,0.6755123138427734,-0.17206381261348724,0.2810741662979126,0.6192377209663391,-0.07770630717277527,0.3433801233768463,0.6147187352180481,-0.052056264132261276,0.3826668858528137,0.6234007477760315,-0.08022723346948624,0.31799545884132385,0.7346697449684143,-0.12717176973819733,0.2933349013328552,0.684834361076355,-0.04851464182138443,0.34449106454849243,0.6782702803611755,-0.026830468326807022,0.38104474544525146,0.6851485371589661,-0.03658053278923035,26
G:\sign 26-tiham\resized (2).jpg,0.6129165887832642,0.6577684879302979,-2.6813828299054876e-05,0.6366431713104248,0.5275663137435913,-0.06298799067735672,0.5811777710914612,0.4264107346534729,-0.15543776750564575,0.5329792499542236,0.3470690846443176,-0.22766518592834473,0.5217398405075073,0.26074352860450745,-0.3069361746311188,0.32681962847709656,0.5156732797622681,-0.24979302287101746,0.2508297562599182,0.4815690219402313,-0.18193574249744415,0.33606716990470886,0.49409523606300354,-0.10346418619155884,0.3866058588027954,0.5112940669059753,-0.07281926274299622,0.29144808650016785,0.6044609546661377,-0.2145155668258667,0.2683740258216858,0.558073103427887,-0.15898092091083527,0.3466317057609558,0.5589628219604492,-0.10767850279808044,0.3907551169395447,0.5741925835609436,-0.10236504673957825,0.29380324482917786,0.6807217597961426,-0.16272108256816864,0.290038526058197,0.6245912313461304,-0.059530504047870636,0.3527034521102905,0.6194274425506592,-0.03985156491398811,0.39124879240989685,0.628577470779419,-0.07585304230451584,0.31252777576446533,0.7383254766464233,-0.11261384189128876,0.3041146397590637,0.6871159076690674,-0.027360377833247185,0.3559485673904419,0.680638313293457,-0.010298552922904491,0.39084410667419434,0.6888412237167358,-0.029342548921704292,26
G:\sign 26-tiham\resized (3).jpg,0.6132332682609558,0.6539435982704163,-4.5663880882784724e-05,0.6323783993721008,0.5209142565727234,-0.047082964330911636,0.5759650468826294,0.4205698072910309,-0.13117460906505585,0.5329917073249817,0.3387170135974884,-0.19886669516563416,0.5285686254501343,0.2509845197200775,-0.27817535400390625,0.3187304437160492,0.5120291709899902,-0.22425007820129395,0.25297877192497253,0.48025864362716675,-0.14814536273479462,0.33879709243774414,0.4919600784778595,-0.06922954320907593,0.39265206456184387,0.5088512301445007,-0.04056055098772049,0.2869205176830292,0.6008712649345398,-0.19671909511089325,0.2657162547111511,0.5546713471412659,-0.12695780396461487,0.3428269326686859,0.5554900169372559,-0.07261969894170761,0.39051783084869385,0.57120680809021,-0.06804004311561584,0.29299184679985046,0.6778269410133362,-0.15097810328006744,0.2863650321960449,0.6250730752944946,-0.04179021716117859,0.3490734398365021,0.6193521022796631,-0.02061845362186432,0.38987845182418823,0.6282956004142761,-0.05745033174753189,0.3153843283653259,0.7378014326095581,-0.10540753602981567,0.30228906869888306,0.6896306276321411,-0.014867104589939117,0.35444968938827515,0.6821542382240295,0.0044746664352715015,0.3909797966480255,0.6896940469741821,-0.015293563716113567,26
G:\sign 26-tiham\resized (4).jpg,0.6147928833961487,0.6526113152503967,-0.00012478094140533358,0.6326054334640503,0.5196886658668518,-0.046850331127643585,0.5726368427276611,0.41943836212158203,-0.1330195963382721,0.5301740169525146,0.3356214463710785,-0.20680522918701172,0.5262446403503418,0.245377779006958,-0.29695501923561096,0.3108503222465515,0.5076991319656372,-0.20988506078720093,0.26407524943351746,0.4773421287536621,-0.14764702320098877,0.3507189154624939,0.49122166633605957,-0.08479738235473633,0.40141773223876953,0.5096750259399414,-0.06527336686849594,0.2782939076423645,0.5966511368751526,-0.18708249926567078,0.2710721790790558,0.5507209300994873,-0.1271028220653534,0.35008901357650757,0.5541765689849854,-0.08617828786373138,0.39544421434402466,0.5720511078834534,-0.08598539233207703,0.2851548194885254,0.673524022102356,-0.1484101265668869,0.28805994987487793,0.6216111183166504,-0.04759540781378746,0.3515603542327881,0.6167587041854858,-0.037497516721487045,0.38913488388061523,0.6269212961196899,-0.07579274475574493,0.30921903252601624,0.733663022518158,-0.11021675914525986,0.2993180453777313,0.6865615844726562,-0.025796305388212204,0.3525456190109253,0.6784542202949524,-0.012215303257107735,0.38743799924850464,0.6853070259094238,-0.03213267773389816,26
G:\sign 26-tiham\resized (5).jpg,0.6223341822624207,0.6494037508964539,-9.595519077265635e-05,0.635671079158783,0.5161197185516357,-0.04885425046086311,0.5746155977249146,0.4159826934337616,-0.13943976163864136,0.5256022810935974,0.33445101976394653,-0.21455980837345123,0.512389063835144,0.2473374605178833,-0.3041346073150635,0.31051287055015564,0.5078213810920715,-0.2271054983139038,0.25690457224845886,0.47347313165664673,-0.16329576075077057,0.3420258164405823,0.4872952401638031,-0.10354740917682648,0.39239799976348877,0.5072208642959595,-0.08713976293802261,0.27743464708328247,0.5980600714683533,-0.19995006918907166,0.2696799635887146,0.5486176609992981,-0.1315268874168396,0.3454914093017578,0.5510156750679016,-0.08982423692941666,0.3901156485080719,0.5702847838401794,-0.09237074106931686,0.2846364378929138,0.6751477718353271,-0.15481343865394592,0.2893836796283722,0.6189631819725037,-0.03941081836819649,0.3503071069717407,0.6140356063842773,-0.026453331112861633,0.38901814818382263,0.6250435709953308,-0.06766236573457718,0.3090295195579529,0.733417809009552,-0.10998353362083435,0.3052203059196472,0.6829488277435303,-0.014822978526353836,0.35701784491539,0.6743721961975098,0.0007406197255477309,0.39104029536247253,0.6809332370758057,-0.02203553356230259,26
G:\sign 26-tiham\resized (6).jpg,0.618068516254425,0.6505740880966187,-9.658389171818271e-05,0.6331101655960083,0.5140519738197327,-0.02849883772432804,0.5717647671699524,0.41291821002960205,-0.10822233557701111,0.5221425294876099,0.3307756781578064,-0.1768278330564499,0.5054944753646851,0.2435426115989685,-0.25962182879447937,0.3035029172897339,0.4994330406188965,-0.18763893842697144,0.2558305263519287,0.4681018590927124,-0.11306135356426239,0.342000812292099,0.48185116052627563,-0.05248322710394859,0.3944156765937805,0.5026930570602417,-0.03677677735686302,0.2707670032978058,0.5900071263313293,-0.17096808552742004,0.26682257652282715,0.5420122742652893,-0.09272731840610504,0.3434866666793823,0.5450426340103149,-0.05524526163935661,0.3885631561279297,0.5656395554542542,-0.059429462999105453,0.27883318066596985,0.6685044169425964,-0.13513079285621643,0.28605028986930847,0.6136581301689148,-0.013558456674218178,0.3491440713405609,0.6092356443405151,-0.0061605083756148815,0.38707640767097473,0.6216132640838623,-0.050240080803632736,0.30478334426879883,0.7295467853546143,-0.09842499345541,0.3016437888145447,0.6813382506370544,-0.001934117404744029,0.35507267713546753,0.6726712584495544,0.01108604297041893,0.3897102475166321,0.6794986128807068,-0.012886147946119308,26
G:\sign 26-tiham\resized (7).jpg,0.6125701069831848,0.6417668461799622,-9.521063475403935e-05,0.6316620111465454,0.5073133707046509,-0.05469173938035965,0.5712038278579712,0.40685606002807617,-0.1489628702402115,0.5202698111534119,0.3244550824165344,-0.2267303168773651,0.5062262415885925,0.2329469621181488,-0.31530818343162537,0.30688467621803284,0.499113529920578,-0.2358902543783188,0.25655922293663025,0.46545201539993286,-0.1701352298259735,0.3464142680168152,0.48065969347953796,-0.09980176389217377,0.39837226271629333,0.5011451244354248,-0.0773734450340271,0.27416446805000305,0.5900166034698486,-0.20787279307842255,0.2640474736690521,0.5427374839782715,-0.15000666677951813,0.3435541093349457,0.545336902141571,-0.10913122445344925,0.3880121111869812,0.5629725456237793,-0.11080986261367798,0.28128206729888916,0.6682275533676147,-0.16234315931797028,0.28350090980529785,0.6151937246322632,-0.057596687227487564,0.34779220819473267,0.6113208532333374,-0.04977177828550339,0.3848918676376343,0.6222338676452637,-0.09385204315185547,0.3059143126010895,0.7281955480575562,-0.11691158264875412,0.30132392048835754,0.6804771423339844,-0.028855422511696815,0.3549777865409851,0.6730058193206787,-0.01888006366789341,0.3889937102794647,0.6806296110153198,-0.04696754366159439,26
G:\sign 26-tiham\resized (8).jpg,0.6074656248092651,0.6445346474647522,-0.00010979832586599514,0.6276982426643372,0.5068218111991882,-0.04055001586675644,0.5664657354354858,0.4046283960342407,-0.12798821926116943,0.5171047449111938,0.3191705048084259,-0.20221340656280518,0.5045249462127686,0.22500723600387573,-0.2902909219264984,0.29844433069229126,0.49371537566185,-0.20919455587863922,0.2556379735469818,0.46687430143356323,-0.14031755924224854,0.3431750535964966,0.48384109139442444,-0.08200039714574814,0.3945828378200531,0.5042508244514465,-0.06869067996740341,0.2646777629852295,0.5863637924194336,-0.18766658008098602,0.2647205889225006,0.5423702001571655,-0.12233307957649231,0.3433889150619507,0.5453919172286987,-0.08978530019521713,0.38783377408981323,0.5633232593536377,-0.09408685564994812,0.2715822160243988,0.6665762662887573,-0.14714540541172028,0.2827084958553314,0.6146619319915771,-0.03376197814941406,0.3474230468273163,0.6114118099212646,-0.02723211795091629,0.3834725618362427,0.6226946711540222,-0.07256880402565002,0.2967092990875244,0.7295615673065186,-0.107310451567173,0.2977021038532257,0.6823219656944275,-0.012524059042334557,0.3535093069076538,0.6747077107429504,0.00027410199982114136,0.388001024723053,0.6823592185974121,-0.024974901229143143,26
G:\sign 26-tiham\resized (9).jpg,0.6121610403060913,0.6469414234161377,-8.093986252788454e-05,0.626654863357544,0.5072392225265503,-0.03725268319249153,0.5638073682785034,0.40325117111206055,-0.12095912545919418,0.5136880278587341,0.31769639253616333,-0.19072671234607697,0.5005367398262024,0.22741776704788208,-0.276532918214798,0.2967451810836792,0.4956340491771698,-0.2088022530078888,0.2564723491668701,0.46579182147979736,-0.13580073416233063,0.3455153703689575,0.48103493452072144,-0.07409968227148056,0.39812570810317993,0.5020715594291687,-0.05970128998160362,0.2643972635269165,0.5883806347846985,-0.1883309930562973,0.26076915860176086,0.5401274561882019,-0.11732999235391617,0.3393207788467407,0.542788028717041,-0.08217558264732361,0.3845183551311493,0.5634474754333496,-0.08676410466432571,0.27263861894607544,0.6691089868545532,-0.14877352118492126,0.278317391872406,0.6158072352409363,-0.034625519067049026,0.3420692980289459,0.6109582185745239,-0.030541425570845604,0.37965989112854004,0.6237918138504028,-0.07866538316011429,0.29820168018341064,0.7316210269927979,-0.10787153244018555,0.2934228479862213,0.6836034655570984,-0.012364468537271023,0.34657323360443115,0.6747475266456604,-0.0023331763222813606,0.38043031096458435,0.6831087470054626,-0.03200041875243187,26
G:\sign 26-tiham\resized (10).jpg,0.6078802347183228,0.6414538621902466,-8.684638305567205e-05,0.626060962677002,0.5052229762077332,-0.046946097165346146,0.5630799531936646,0.40279901027679443,-0.13605910539627075,0.5112794637680054,0.32063132524490356,-0.21267379820346832,0.4947909116744995,0.23136767745018005,-0.3002995252609253,0.29763463139533997,0.4929034411907196,-0.2134551852941513,0.24713724851608276,0.4638875424861908,-0.14897440373897552,0.33593353629112244,0.47910425066947937,-0.08522019535303116,0.38693490624427795,0.4994509518146515,-0.0662272498011589,0.26532235741615295,0.5851836204528809,-0.1921582669019699,0.25565993785858154,0.5410377979278564,-0.1337863653898239,0.3358466327190399,0.5445298552513123,-0.09988843649625778,0.3796500861644745,0.5621740221977234,-0.1044466570019722,0.27302515506744385,0.6652336120605469,-0.15422797203063965,0.27541881799697876,0.61537766456604,-0.048500221222639084,0.33921340107917786,0.6118492484092712,-0.04431840404868126,0.3756127953529358,0.6226322650909424,-0.08945546299219131,0.29833921790122986,0.7275620102882385,-0.11727787554264069,0.2944183945655823,0.685139000415802,-0.02753492258489132,0.3478194773197174,0.6777874827384949,-0.018580181524157524,0.3817588686943054,0.6839107871055603,-0.04544125497341156,26
